2I,489,15,1670967,1588509
2I,489,16,1737656,1644904
2I,489,17,1897249,1789014
2I,489,18,1999822,1906397
2I,489,19,2035273,1965909
2I,489,20,1969115,1897948
2I,489,21,1905854,1834406
2I,489,22,1905228,1842082
2I,489,23,1942214,1886883
2I,489,24,2088867,2048789
2I,489,25,2128358,2090979
2I,489,26,2135472,2120919
2I,489,27,2194064,2176291
2I,489,28,2092615,2090673
2I,489,29,2292421,2282852
2I,489,30,2225795,2238094
2I,489,31,2181242,2197835
2I,489,32,2142702,2159954
2I,489,33,2078032,2119314
2I,489,34,2128274,2141675
2I,489,35,2041283,2073425
2I,489,36,1952796,1993370
2I,489,37,1931784,1972694
2I,489,38,1734299,1781388
2I,489,39,1907064,1941322
2I,489,40,1827789,1877878
2I,489,41,1812875,1873795
2I,489,42,1814228,1857897
2I,489,43,1364484,1416862
2I,489,44,1447316,1485366
2I,489,45,1444581,1494868
2I,489,46,1431974,1482868
2I,489,47,1286432,1343682
2I,489,48,1144200,1201165
2I,489,49,1208788,1256905
2I,489,50,1173322,1231553
2I,489,51,1100772,1161354
2I,489,52,1039925,1103062
2I,489,53,1047496,1119429
2I,489,54,1077646,1150990
2I,489,55,969850,1047662
2I,489,56,994490,1087230
2I,489,57,1028129,1130028
2I,489,58,989740,1095535
2I,489,59,1056037,1151919
2I,489,60,1011787,1153082
2I,489,61,1018228,1153401
2I,489,62,972058,1129061
2I,489,63,972133,1127582
2I,489,64,1007782,1192170
2I,489,65,952476,1146552
2I,489,66,902723,1097375
2I,489,67,944424,1150171
2I,489,68,846674,1051500
2I,489,69,805494,1030231
2I,489,70,749428,976759
2I,489,71,735924,967749
2I,489,72,648549,887051
2I,489,73,614719,847613
2I,489,74,592622,852248
2I,489,75,558195,818571
2I,489,76,509149,767546
2I,489,77,469268,735741
2I,489,78,423100,684633
2I,489,79,380527,650009
2I,489,80,331826,585038
2I,489,81,294700,539496
2I,489,82,262069,497048
2I,489,83,225468,448940
2I,489,84,195195,408742
2I,489,85,821515,2113095
