44,4030639,1989890,2040749
45,3993624,1972192,2021432
46,3683886,1808525,1875361
47,3671764,1801260,1870504
48,3544753,1737272,1807481
49,3759686,1845185,1914501
50,3773729,1856920,1916809
51,2760827,1345372,1415455
52,2838060,1384154,1453906
53,2876808,1399319,1477489
54,2966185,1447097,1519088
55,2593796,1256969,1336827
56,2406981,1161973,1245008
57,2315860,1113932,1201928
58,2263223,1087463,1175760
59,2234387,1070862,1163525
60,2126071,1012493,1113578
61,2053198,976720,1076478
62,2078353,986511,1091842
63,1924581,909665,1014916
64,1962668,916514,1046154
65,1985386,919676,1065710
66,2016522,927592,1088930
67,2015866,931827,1084039
68,1929298,877569,1051729
69,1951193,878676,1072517
70,1867939,820549,1047390
71,1782141,782749,999392
72,1782338,776168,1006170
73,1721762,744554,977208
74,1663520,706490,957030
75,1660954,698377,962577
76,1535035,639161,895874
77,1377542,560779,816763
78,1293176,514566,778610
79,1188689,459832,728857
80,1125865,429382,696483
81,1017082,378438,638644
82,946326,344581,601745
83,841910,292513,549397
84,763507,256857,506650
85,3866765,1086629,2780136
0,3753317,1923421,1829896
1,3758633,1920298,1838335
2,3788280,1938532,1849748
3,3862885,1976393,1886492
4,3996398,2046149,1950249
5,4055702,2079290,1976412
6,4114736,2103688,2011048
7,4189986,2144488,2045498
8,4071991,2085534,1986457
9,4022161,2061241,1960920
10,4019500,2059498,1960002
11,3935792,2015566,1920226
12,3978091,2039069,1939022
13,3919435,2006227,1913208
14,3896444,1999049,1897395
15,3998550,2054746,1943804
16,3968008,2044641,1923367
17,3971283,2053175,1918108
18,3913774,2008612,1905162
19,3867180,1975483,1891697
20,3815453,1950995,1864458
21,3657212,1869766,1787446
22,3532681,1803915,1728766
23,3550840,1808252,1742588
24,3541254,1796592,1744662
25,3707954,1877667,1830287
26,3889299,1958242,1931057
27,4210919,2117142,2093777
28,4022985,2024074,1998911
29,4011207,2015841,1995366
30,4058849,2048314,2010535
31,3998661,2004373,1994288
32,4149508,2080548,2068960
33,4327903,2163610,2164293
34,4522594,2268865,2253729
35,4644812,2330578,2314234
36,4606933,2295227,2311706
37,4604130,2291610,2312520
38,4484798,2232191,2252607
39,4578590,2273414,2305176
40,4667180,2325454,2341726
41,4372630,2165829,2206801
42,4331375,2142833,2188542
43,4211429,2075845,2135584
44,4117408,2032222,2085186
45,4094475,2022450,2072025
46,3886510,1909818,1976692
47,3721507,1826234,1895273
48,3608180,1769819,1838361
49,3683208,1805727,1877481
50,3808711,1870699,1938012
51,3642651,1786747,1855904
52,2780047,1354637,1425410
53,2823521,1373276,1450245
54,2934659,1430146,1504513
55,2924997,1423520,1501477
56,2559781,1236580,1323201
57,2402584,1156016,1246568
58,2275137,1093857,1181280
59,2293047,1099492,1193555
60,2245027,1072124,1172903
61,2051117,977063,1074054
62,2059591,976774,1082817
63,2076564,983411,1093153
64,1920355,901436,1018919
65,1926851,895186,1031665
66,1955522,901249,1054273
67,2010552,922450,1088102
68,1928208,888909,1039299
69,1898372,856647,1041725
70,1925184,856061,1069123
71,1786929,786454,1000475
72,1737908,757443,980465
73,1747949,757591,990358
74,1685024,718461,966563
75,1608048,674552,933496
76,1587739,660759,926980
77,1460840,601322,859518
78,1313794,525599,788195
79,1222807,477781,745026
80,1138474,433073,705401
81,1028527,386499,642028
82,957734,352572,605162
83,865906,305007,560899
84,770657,262038,508619
85,3992638,1132546,2860092
0,3793039,1943241,1849798
1,3772633,1929603,1843030
2,3774317,1928664,1845653
3,3840184,1965402,1874782
4,3946134,2019982,1926152
5,4012993,2055970,1957023
6,4060873,2080718,1980155
7,4167363,2130346,2037017
8,4184834,2143140,2041694
9,4175546,2139692,2035854
10,4109714,2107195,2002519
11,4019845,2057839,1962006
12,3986279,2041833,1944446
13,4005689,2052883,1952806
14,3964403,2032266,1932137
15,3950388,2031139,1919249
16,4024068,2072906,1951162
17,3997575,2066697,1930878
18,4014059,2059944,1954115
19,4038233,2062251,1975982
20,3875837,1983304,1892533
21,3777047,1931557,1845490
22,3632387,1856058,1776329
23,3567134,1819281,1747853
24,3625889,1843133,1782756
25,3643787,1850279,1793508
26,3685438,1859845,1825593
27,3989655,2010608,1979047
28,4183525,2104761,2078764
29,4115946,2070589,2045357
30,4152792,2099520,2053272
31,3926499,1973475,1953024
32,4061454,2036348,2025106
33,4116064,2062040,2054024
34,4410264,2208600,2201664
35,4615690,2318482,2297208
36,4541607,2261534,2280073
37,4589740,2287279,2302461
38,4545169,2260799,2284370
39,4592141,2282472,2309669
40,4669248,2326815,2342433
41,4474804,2217511,2257293
42,4434583,2199453,2235130
43,4303688,2121353,2182335
44,4231539,2091662,2139877
45,4202512,2077282,2125230
46,3983136,1957319,2025817
47,3922827,1927646,1995181
48,3669874,1801081,1868793
49,3721827,1825167,1896660
50,3749090,1840669,1908421
51,3674685,1798759,1875926
52,3670893,1801195,1869698
53,2759551,1340890,1418661
54,2881219,1404304,1476915
55,2897899,1409251,1488648
56,2876184,1395601,1480583
57,2551836,1228434,1323402
58,2375807,1142921,1232886
59,2290401,1098237,1192164
60,2312619,1106535,1206084
61,2160474,1031564,1128910
62,2058641,977841,1080800
63,2055103,971473,1083630
64,2065438,971743,1093695
65,1886088,881293,1004795
66,1897938,877060,1020878
67,1950679,896673,1054006
68,1922153,880189,1041964
69,1892476,865870,1026606
70,1877251,835119,1042132
71,1838433,819883,1018550
72,1742272,760087,982185
73,1712918,744254,968664
74,1711473,730893,980580
75,1627957,685322,942635
76,1537799,638057,899742
77,1510236,621722,888514
78,1389938,562450,827488
79,1243539,488351,755188
80,1180058,453920,726138
81,1038010,389251,648759
82,971278,361548,609730
83,874380,311139,563241
84,793921,273860,520061
85,4116836,1179037,2937799
